parcel_id,ndvi_value,temperature_c,rainfall_mm,sensor_status,date,sensor_status_clean,mill_id,crop_type,sowing_date,area_hectares
PARCEL_021,0.208,26.5,0.0,OK,2026-02-09,good,MILL_EAST,wheat,2026-02-21,3.58
PARCEL_018,0.502,22.2,0.0,OK,2026-05-21,good,MILL_SOUTH,sugarcane,2026-01-11,5.82
PARCEL_006,0.3,30.7,0.0,OK,2026-02-24,good,MILL_WEST,sugarcane,2026-02-11,5.67
PARCEL_007,0.444,18.5,0.0,OK,2026-05-31,good,MILL_NORTH,sugarcane,2026-01-18,8.53
PARCEL_008,0.691,22.1,2.8,OK,2026-03-06,good,MILL_EAST,sugarcane,2026-01-22,2.98
PARCEL_020,0.254,31.1,0.0,OK,2026-02-21,good,MILL_NORTH,sugarcane,2026-02-19,9.95
PARCEL_016,0.333,29.9,0.0,OK,2026-02-09,good,MILL_EAST,sugarcane,2026-01-30,4.76
PARCEL_007,0.542,28.6,2.7,OK,2026-03-26,good,MILL_NORTH,sugarcane,2026-01-18,8.53
PARCEL_011,0.526,29.9,0.0,OK,2026-04-28,good,MILL_NORTH,wheat,2026-02-21,6.67
PARCEL_005,0.598,32.6,4.8,OK,2026-05-09,good,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_010,0.634,32.9,0.0,OK,2026-05-20,good,MILL_EAST,sugarcane,2026-01-07,7.44
PARCEL_002,0.942,26.0,0.0,OK,2026-04-15,good,MILL_SOUTH,sugarcane,2026-01-16,8.97
PARCEL_009,0.207,17.1,0.0,OK,2026-01-12,good,MILL_EAST,sugarcane,2026-02-18,1.57
PARCEL_023,0.625,29.4,0.0,OK,2026-03-30,good,MILL_WEST,sugarcane,2026-01-26,3.55
PARCEL_003,0.501,15.5,1.0,OK,2026-05-30,good,MILL_NORTH,soybean,2026-02-13,5.35
PARCEL_018,0.541,17.1,0.0,OK,2026-02-26,good,MILL_SOUTH,sugarcane,2026-01-11,5.82
PARCEL_003,0.356,25.1,0.0,OK,2026-02-26,good,MILL_NORTH,soybean,2026-02-13,5.35
PARCEL_011,0.482,25.7,0.0,OK,2026-05-15,good,MILL_NORTH,wheat,2026-02-21,6.67
PARCEL_016,0.264,28.2,9.6,NA,2026-02-14,bad,MILL_EAST,sugarcane,2026-01-30,4.76
PARCEL_011,0.404,33.0,0.0,OK,2026-02-22,good,MILL_NORTH,wheat,2026-02-21,6.67
PARCEL_017,0.228,20.6,0.0,ok,2026-01-20,good,MILL_EAST,sugarcane,2026-01-14,7.51
PARCEL_003,0.558,21.2,0.0,OK,2026-05-05,good,MILL_NORTH,soybean,2026-02-13,5.35
PARCEL_005,0.227,17.2,8.9,OK,2026-01-04,good,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_013,0.395,17.0,0.0,OK,2026-03-23,good,MILL_EAST,soybean,2026-02-23,2.71
PARCEL_008,0.06,27.2,0.0,OK,2026-01-07,good,MILL_EAST,sugarcane,2026-01-22,2.98
PARCEL_014,0.591,21.9,0.0,OK,2026-02-26,good,MILL_NORTH,sugarcane,2026-01-05,9.39
PARCEL_016,0.682,29.9,0.0,OK,2026-04-22,good,MILL_EAST,sugarcane,2026-01-30,4.76
PARCEL_017,0.685,35.2,0.0,OK,2026-03-28,good,MILL_EAST,sugarcane,2026-01-14,7.51
PARCEL_002,0.422,19.5,0.0,OK,2026-05-17,good,MILL_SOUTH,sugarcane,2026-01-16,8.97
PARCEL_007,0.354,17.8,0.0,error,2026-01-31,bad,MILL_NORTH,sugarcane,2026-01-18,8.53
PARCEL_024,0.519,34.2,0.0,OK,2026-02-15,good,MILL_EAST,soybean,2026-01-16,5.43
PARCEL_019,0.678,26.3,0.0,OK,2026-04-06,good,MILL_SOUTH,sugarcane,2026-01-18,10.19
PARCEL_006,0.392,30.3,0.0,OK,2026-03-05,good,MILL_WEST,sugarcane,2026-02-11,5.67
PARCEL_025,0.139,26.9,0.0,OK,2026-01-03,good,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_012,0.179,26.5,0.0,ok,2026-02-24,good,MILL_WEST,sugarcane,2026-03-01,6.85
PARCEL_017,0.49,23.1,3.0,OK,2026-05-09,good,MILL_EAST,sugarcane,2026-01-14,7.51
PARCEL_006,0.762,23.3,4.3,Error,2026-04-14,bad,MILL_WEST,sugarcane,2026-02-11,5.67
PARCEL_007,0.548,23.9,0.0,OK,2026-01-27,good,MILL_NORTH,sugarcane,2026-01-18,8.53
PARCEL_002,0.638,30.0,0.0,OK,2026-03-01,good,MILL_SOUTH,sugarcane,2026-01-16,8.97
PARCEL_001,0.434,17.0,0.0,OK,2026-02-10,good,MILL_NORTH,sugarcane,2026-02-10,9.03
PARCEL_017,0.779,17.9,0.0,OK,2026-04-09,good,MILL_EAST,sugarcane,2026-01-14,7.51
PARCEL_016,0.638,29.8,0.0,OK,2026-05-23,good,MILL_EAST,sugarcane,2026-01-30,4.76
PARCEL_020,0.16,27.9,0.0,OK,2026-02-15,good,MILL_NORTH,sugarcane,2026-02-19,9.95
PARCEL_025,0.065,32.8,0.0,ok,2026-02-03,good,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_017,0.72,25.7,0.0,OK,2026-05-14,good,MILL_EAST,sugarcane,2026-01-14,7.51
PARCEL_002,0.236,34.0,0.0,OK,2026-01-10,good,MILL_SOUTH,sugarcane,2026-01-16,8.97
PARCEL_012,0.111,28.7,0.0,OK,2026-01-25,good,MILL_WEST,sugarcane,2026-03-01,6.85
PARCEL_023,0.118,17.4,0.0,OK,2026-01-23,good,MILL_WEST,sugarcane,2026-01-26,3.55
PARCEL_019,0.851,26.9,3.6,OK,2026-03-01,good,MILL_SOUTH,sugarcane,2026-01-18,10.19
PARCEL_006,0.381,20.2,0.0,OK,2026-03-03,good,MILL_WEST,sugarcane,2026-02-11,5.67
PARCEL_020,0.652,34.3,3.1,ERROR,2026-04-17,bad,MILL_NORTH,sugarcane,2026-02-19,9.95
PARCEL_025,0.169,21.8,0.0,OK,2026-01-24,good,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_013,0.222,24.8,5.3,OK,2026-02-09,good,MILL_EAST,soybean,2026-02-23,2.71
PARCEL_006,0.377,23.0,0.0,OK,2026-05-31,good,MILL_WEST,sugarcane,2026-02-11,5.67
PARCEL_017,0.736,18.1,0.0,NA,2026-03-29,bad,MILL_EAST,sugarcane,2026-01-14,7.51
PARCEL_013,0.642,33.7,0.0,OK,2026-05-19,good,MILL_EAST,soybean,2026-02-23,2.71
PARCEL_003,0.566,20.3,0.0,OK,2026-04-05,good,MILL_NORTH,soybean,2026-02-13,5.35
PARCEL_018,0.703,15.7,0.0,OK,2026-02-20,good,MILL_SOUTH,sugarcane,2026-01-11,5.82
PARCEL_003,0.301,33.7,0.0,OK,2026-03-02,good,MILL_NORTH,soybean,2026-02-13,5.35
PARCEL_019,0.626,33.9,2.1,OK,2026-04-15,good,MILL_SOUTH,sugarcane,2026-01-18,10.19
PARCEL_010,0.796,34.7,0.0,OK,2026-04-05,good,MILL_EAST,sugarcane,2026-01-07,7.44
PARCEL_014,0.472,18.6,0.0,OK,2026-01-22,good,MILL_NORTH,sugarcane,2026-01-05,9.39
PARCEL_023,0.569,25.0,0.0,OK,2026-05-27,good,MILL_WEST,sugarcane,2026-01-26,3.55
PARCEL_020,0.247,25.9,0.0,OK,2026-01-18,good,MILL_NORTH,sugarcane,2026-02-19,9.95
PARCEL_017,0.864,19.1,4.5,OK,2026-04-08,good,MILL_EAST,sugarcane,2026-01-14,7.51
PARCEL_023,0.736,21.7,0.0,OK,2026-04-14,good,MILL_WEST,sugarcane,2026-01-26,3.55
PARCEL_002,0.806,17.8,0.0,OK,2026-03-18,good,MILL_SOUTH,sugarcane,2026-01-16,8.97
PARCEL_015,0.722,18.1,4.8,OK,2026-04-08,good,MILL_SOUTH,sugarcane,2026-01-06,4.87
PARCEL_004,0.678,26.7,0.0,OK,2026-03-06,good,MILL_NORTH,sugarcane,2026-01-02,3.18
PARCEL_001,0.618,24.6,2.5,OK,2026-04-03,good,MILL_NORTH,sugarcane,2026-02-10,9.03
PARCEL_017,0.342,17.2,0.0,OK,2026-01-30,good,MILL_EAST,sugarcane,2026-01-14,7.51
PARCEL_025,0.333,27.3,0.0,error,2026-02-27,bad,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_008,0.682,30.1,0.0,OK,2026-05-10,good,MILL_EAST,sugarcane,2026-01-22,2.98
PARCEL_019,0.745,24.9,0.0,OK,2026-03-20,good,MILL_SOUTH,sugarcane,2026-01-18,10.19
PARCEL_018,0.643,30.4,0.0,OK,2026-02-23,good,MILL_SOUTH,sugarcane,2026-01-11,5.82
PARCEL_009,0.782,30.9,0.0,OK,2026-04-17,good,MILL_EAST,sugarcane,2026-02-18,1.57
PARCEL_025,0.218,28.7,0.0,OK,2026-02-15,good,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_021,0.531,28.5,0.0,OK,2026-05-30,good,MILL_EAST,wheat,2026-02-21,3.58
PARCEL_020,0.67,35.3,2.4,OK,2026-03-24,good,MILL_NORTH,sugarcane,2026-02-19,9.95
PARCEL_022,0.358,32.6,0.0,OK,2026-01-14,good,MILL_EAST,sugarcane,2026-01-14,8.04
PARCEL_005,0.535,31.3,0.0,OK,2026-05-10,good,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_011,0.546,26.7,0.0,OK,2026-05-17,good,MILL_NORTH,wheat,2026-02-21,6.67
PARCEL_016,0.634,21.3,0.0,ok,2026-05-27,good,MILL_EAST,sugarcane,2026-01-30,4.76
PARCEL_022,0.388,31.4,0.0,OK,2026-05-25,good,MILL_EAST,sugarcane,2026-01-14,8.04
PARCEL_022,0.461,24.0,0.0,OK,2026-04-16,good,MILL_EAST,sugarcane,2026-01-14,8.04
PARCEL_014,0.645,29.9,0.0,OK,2026-05-17,good,MILL_NORTH,sugarcane,2026-01-05,9.39
PARCEL_011,0.39,33.1,0.0,OK,2026-03-10,good,MILL_NORTH,wheat,2026-02-21,6.67
PARCEL_014,0.846,16.7,4.3,OK,2026-03-09,good,MILL_NORTH,sugarcane,2026-01-05,9.39
PARCEL_002,0.597,23.8,0.0,OK,2026-05-04,good,MILL_SOUTH,sugarcane,2026-01-16,8.97
PARCEL_001,0.206,33.8,0.0,OK,2026-01-10,good,MILL_NORTH,sugarcane,2026-02-10,9.03
PARCEL_008,0.18,18.8,7.0,OK,2026-01-04,good,MILL_EAST,sugarcane,2026-01-22,2.98
PARCEL_017,0.133,20.0,0.0,OK,2026-01-08,good,MILL_EAST,sugarcane,2026-01-14,7.51
PARCEL_011,0.524,21.6,0.0,OK,2026-02-24,good,MILL_NORTH,wheat,2026-02-21,6.67
PARCEL_018,0.366,33.7,0.0,OK,2026-05-18,good,MILL_SOUTH,sugarcane,2026-01-11,5.82
PARCEL_005,0.621,22.7,0.0,OK,2026-05-12,good,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_025,0.776,15.7,0.0,OK ,2026-05-03,bad,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_014,0.368,18.0,0.0,OK,2026-05-08,good,MILL_NORTH,sugarcane,2026-01-05,9.39
PARCEL_008,0.71,27.2,0.0,OK,2026-03-31,good,MILL_EAST,sugarcane,2026-01-22,2.98
PARCEL_007,0.319,30.1,6.9,OK,2026-02-12,good,MILL_NORTH,sugarcane,2026-01-18,8.53
PARCEL_020,0.713,17.5,0.0,OK,2026-03-22,good,MILL_NORTH,sugarcane,2026-02-19,9.95
PARCEL_021,0.36,29.1,0.0,OK,2026-03-03,good,MILL_EAST,wheat,2026-02-21,3.58
PARCEL_010,0.407,16.8,0.0,OK,2026-01-26,good,MILL_EAST,sugarcane,2026-01-07,7.44
PARCEL_005,0.26,21.7,0.0,OK,2026-02-14,good,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_016,0.504,29.1,0.0,OK,2026-05-20,good,MILL_EAST,sugarcane,2026-01-30,4.76
PARCEL_004,0.751,34.7,0.0,OK,2026-02-26,good,MILL_NORTH,sugarcane,2026-01-02,3.18
PARCEL_009,0.115,25.5,7.4,OK,2026-01-15,good,MILL_EAST,sugarcane,2026-02-18,1.57
PARCEL_021,0.16,17.2,0.0,OK,2026-02-07,good,MILL_EAST,wheat,2026-02-21,3.58
PARCEL_021,0.49,28.3,0.0,OK,2026-05-19,good,MILL_EAST,wheat,2026-02-21,3.58
PARCEL_009,0.717,30.6,0.0,OK,2026-03-24,good,MILL_EAST,sugarcane,2026-02-18,1.57
PARCEL_015,0.414,34.5,0.0,OK,2026-04-18,good,MILL_SOUTH,sugarcane,2026-01-06,4.87
PARCEL_014,0.571,30.2,0.0,OK,2026-05-05,good,MILL_NORTH,sugarcane,2026-01-05,9.39
PARCEL_025,0.273,34.7,0.0,OK,2026-03-06,good,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_011,0.185,31.2,0.0,OK,2026-02-08,good,MILL_NORTH,wheat,2026-02-21,6.67
PARCEL_002,0.275,16.1,0.0,OK,2026-01-29,good,MILL_SOUTH,sugarcane,2026-01-16,8.97
PARCEL_010,0.63,27.8,0.0,OK,2026-04-22,good,MILL_EAST,sugarcane,2026-01-07,7.44
PARCEL_012,0.21,22.9,0.0,OK,2026-02-09,good,MILL_WEST,sugarcane,2026-03-01,6.85
PARCEL_024,0.687,20.6,0.0,OK,2026-02-24,good,MILL_EAST,soybean,2026-01-16,5.43
PARCEL_014,0.614,24.4,0.0,OK,2026-04-15,good,MILL_NORTH,sugarcane,2026-01-05,9.39
PARCEL_004,0.308,23.8,0.0,OK,2026-04-28,good,MILL_NORTH,sugarcane,2026-01-02,3.18
PARCEL_004,0.54,22.6,0.0,NaN,2026-04-01,bad,MILL_NORTH,sugarcane,2026-01-02,3.18
PARCEL_018,0.392,21.5,4.2,OK,2026-01-26,good,MILL_SOUTH,sugarcane,2026-01-11,5.82
PARCEL_012,0.336,25.3,1.4,OK,2026-03-13,good,MILL_WEST,sugarcane,2026-03-01,6.85
PARCEL_012,0.203,30.6,0.0,OK,2026-03-04,good,MILL_WEST,sugarcane,2026-03-01,6.85
PARCEL_024,0.533,26.5,3.4,OK,2026-03-26,good,MILL_EAST,soybean,2026-01-16,5.43
PARCEL_006,0.219,26.3,0.0,,2026-01-15,bad,MILL_WEST,sugarcane,2026-02-11,5.67
PARCEL_021,0.195,23.9,0.0,OK,2026-01-30,good,MILL_EAST,wheat,2026-02-21,3.58
PARCEL_008,0.487,29.7,0.0,OK,2026-02-16,good,MILL_EAST,sugarcane,2026-01-22,2.98
PARCEL_020,0.308,27.7,2.6,,2026-03-05,bad,MILL_NORTH,sugarcane,2026-02-19,9.95
PARCEL_017,0.356,31.2,0.0,OK,2026-05-06,good,MILL_EAST,sugarcane,2026-01-14,7.51
PARCEL_017,0.621,15.5,3.3,OK,2026-05-21,good,MILL_EAST,sugarcane,2026-01-14,7.51
PARCEL_012,0.634,21.8,6.3,OK,2026-04-07,good,MILL_WEST,sugarcane,2026-03-01,6.85
PARCEL_002,0.724,16.4,0.0,OK,2026-02-19,good,MILL_SOUTH,sugarcane,2026-01-16,8.97
PARCEL_020,0.21,29.1,3.4,OK,2026-01-28,good,MILL_NORTH,sugarcane,2026-02-19,9.95
PARCEL_003,0.287,21.8,0.0,OK,2026-03-14,good,MILL_NORTH,soybean,2026-02-13,5.35
PARCEL_002,0.546,32.5,0.0,OK,2026-04-24,good,MILL_SOUTH,sugarcane,2026-01-16,8.97
PARCEL_002,0.627,17.1,0.0,OK,2026-04-20,good,MILL_SOUTH,sugarcane,2026-01-16,8.97
PARCEL_012,0.484,20.1,0.0,OK,2026-03-28,good,MILL_WEST,sugarcane,2026-03-01,6.85
PARCEL_004,0.832,20.5,0.0,OK,2026-03-28,good,MILL_NORTH,sugarcane,2026-01-02,3.18
PARCEL_010,0.729,25.7,0.0,OK,2026-03-25,good,MILL_EAST,sugarcane,2026-01-07,7.44
PARCEL_020,0.135,22.1,0.0, OK,2026-01-21,bad,MILL_NORTH,sugarcane,2026-02-19,9.95
PARCEL_019,0.67,21.0,0.0,OK,2026-03-30,good,MILL_SOUTH,sugarcane,2026-01-18,10.19
PARCEL_019,0.298,34.5,0.0,OK,2026-02-10,good,MILL_SOUTH,sugarcane,2026-01-18,10.19
PARCEL_017,0.43,30.4,0.0,OK,2026-04-30,good,MILL_EAST,sugarcane,2026-01-14,7.51
PARCEL_003,0.739,24.5,0.0,OK,2026-05-23,good,MILL_NORTH,soybean,2026-02-13,5.35
PARCEL_018,0.258,16.7,5.0,OK,2026-01-23,good,MILL_SOUTH,sugarcane,2026-01-11,5.82
PARCEL_003,0.443,19.5,2.0,OK,2026-03-04,good,MILL_NORTH,soybean,2026-02-13,5.35
PARCEL_012,0.189,24.3,0.0,OK,2026-02-10,good,MILL_WEST,sugarcane,2026-03-01,6.85
PARCEL_009,0.763,18.0,0.0,OK,2026-03-31,good,MILL_EAST,sugarcane,2026-02-18,1.57
PARCEL_020,0.471,19.8,0.0,OK,2026-02-20,good,MILL_NORTH,sugarcane,2026-02-19,9.95
PARCEL_015,0.397,26.8,0.0,OK,2026-04-11,good,MILL_SOUTH,sugarcane,2026-01-06,4.87
PARCEL_005,0.094,23.5,2.4,OK,2026-01-26,good,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_006,0.527,18.7,3.8,OK,2026-04-29,good,MILL_WEST,sugarcane,2026-02-11,5.67
PARCEL_013,0.471,32.4,0.0,OK,2026-03-30,good,MILL_EAST,soybean,2026-02-23,2.71
PARCEL_010,0.677,20.8,12.0,OK,2026-04-07,good,MILL_EAST,sugarcane,2026-01-07,7.44
PARCEL_020,0.122,29.8,0.0,OK,2026-01-19,good,MILL_NORTH,sugarcane,2026-02-19,9.95
PARCEL_016,0.752,20.8,0.0,OK,2026-03-06,good,MILL_EAST,sugarcane,2026-01-30,4.76
PARCEL_015,0.633,24.9,0.0,OK,2026-04-09,good,MILL_SOUTH,sugarcane,2026-01-06,4.87
PARCEL_007,0.737,15.7,0.0,OK ,2026-02-28,bad,MILL_NORTH,sugarcane,2026-01-18,8.53
PARCEL_015,0.668,27.4,7.7,OK,2026-05-12,good,MILL_SOUTH,sugarcane,2026-01-06,4.87
PARCEL_002,0.617,18.2,0.0,OK,2026-03-26,good,MILL_SOUTH,sugarcane,2026-01-16,8.97
PARCEL_019,0.213,27.3,0.0,OK,2026-01-13,good,MILL_SOUTH,sugarcane,2026-01-18,10.19
PARCEL_020,0.667,16.3,6.7,OK,2026-04-15,good,MILL_NORTH,sugarcane,2026-02-19,9.95
PARCEL_014,0.641,32.9,0.0,OK,2026-04-17,good,MILL_NORTH,sugarcane,2026-01-05,9.39
PARCEL_014,0.48,29.7,0.0,OK,2026-05-26,good,MILL_NORTH,sugarcane,2026-01-05,9.39
PARCEL_010,0.671,34.1,1.0,OK,2026-03-03,good,MILL_EAST,sugarcane,2026-01-07,7.44
PARCEL_010,0.858,30.6,4.0,OK,2026-03-26,good,MILL_EAST,sugarcane,2026-01-07,7.44
PARCEL_009,0.695,22.0,0.0,OK,2026-05-13,good,MILL_EAST,sugarcane,2026-02-18,1.57
PARCEL_023,0.545,24.0,0.0,ERROR,2026-03-15,bad,MILL_WEST,sugarcane,2026-01-26,3.55
PARCEL_012,0.572,18.2,3.2,ERROR,2026-04-02,bad,MILL_WEST,sugarcane,2026-03-01,6.85
PARCEL_014,0.611,33.4,0.0,OK,2026-04-09,good,MILL_NORTH,sugarcane,2026-01-05,9.39
PARCEL_005,0.134,24.9,0.0,OK,2026-02-23,good,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_017,0.205,15.4,0.0,OK,2026-01-03,good,MILL_EAST,sugarcane,2026-01-14,7.51
PARCEL_004,0.323,29.9,0.0,OK,2026-01-29,good,MILL_NORTH,sugarcane,2026-01-02,3.18
PARCEL_008,0.518,16.1,0.0,OK,2026-03-27,good,MILL_EAST,sugarcane,2026-01-22,2.98
PARCEL_009,0.323,18.9,0.0,OK,2026-02-20,good,MILL_EAST,sugarcane,2026-02-18,1.57
PARCEL_006,0.276,27.2,0.0,OK,2026-02-11,good,MILL_WEST,sugarcane,2026-02-11,5.67
PARCEL_022,0.32,15.6,0.0,OK,2026-01-18,good,MILL_EAST,sugarcane,2026-01-14,8.04
PARCEL_016,0.542,20.8,0.1,OK,2026-05-09,good,MILL_EAST,sugarcane,2026-01-30,4.76
PARCEL_012,0.131,31.2,6.5,OK,2026-01-21,good,MILL_WEST,sugarcane,2026-03-01,6.85
PARCEL_021,0.477,22.9,0.0,NA,2026-04-11,bad,MILL_EAST,wheat,2026-02-21,3.58
PARCEL_020,0.709,33.3,0.0,OK,2026-05-12,good,MILL_NORTH,sugarcane,2026-02-19,9.95
PARCEL_025,0.423,30.9,1.3,OK,2026-03-03,good,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_013,0.289,33.4,6.1,OK,2026-02-14,good,MILL_EAST,soybean,2026-02-23,2.71
PARCEL_014,0.785,16.7,0.0,OK,2026-02-11,good,MILL_NORTH,sugarcane,2026-01-05,9.39
PARCEL_020,0.139,24.0,0.0,OK,2026-01-20,good,MILL_NORTH,sugarcane,2026-02-19,9.95
PARCEL_016,0.168,31.2,3.9,OK,2026-01-28,good,MILL_EAST,sugarcane,2026-01-30,4.76
PARCEL_022,0.449,28.3,0.0,OK,2026-05-19,good,MILL_EAST,sugarcane,2026-01-14,8.04
PARCEL_005,0.305,31.3,0.0,OK,2026-02-24,good,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_005,0.457,20.6,0.0,OK,2026-03-23,good,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_011,0.502,22.1,0.0,error,2026-03-09,bad,MILL_NORTH,wheat,2026-02-21,6.67
PARCEL_010,0.523,22.0,0.0,OK,2026-04-26,good,MILL_EAST,sugarcane,2026-01-07,7.44
PARCEL_014,0.288,21.4,0.0,OK,2026-01-09,good,MILL_NORTH,sugarcane,2026-01-05,9.39
PARCEL_016,0.306,30.9,0.0,NaN,2026-02-18,bad,MILL_EAST,sugarcane,2026-01-30,4.76
PARCEL_017,0.782,29.3,0.0,OK,2026-03-09,good,MILL_EAST,sugarcane,2026-01-14,7.51
PARCEL_025,0.201,25.8,0.0,OK,2026-02-09,good,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_005,0.199,28.4,0.0,OK,2026-01-20,good,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_025,0.4,22.0,0.0,OK,2026-03-04,good,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_003,0.524,27.5,4.4,OK,2026-03-18,good,MILL_NORTH,soybean,2026-02-13,5.35
PARCEL_010,0.605,27.2,0.0,OK,2026-02-07,good,MILL_EAST,sugarcane,2026-01-07,7.44
PARCEL_023,0.212,15.2,0.0,OK,2026-01-20,good,MILL_WEST,sugarcane,2026-01-26,3.55
PARCEL_024,0.419,16.1,0.0,OK,2026-04-14,good,MILL_EAST,soybean,2026-01-16,5.43
PARCEL_021,0.051,21.9,0.0,OK,2026-01-21,good,MILL_EAST,wheat,2026-02-21,3.58
PARCEL_016,0.153,26.6,0.0,ok,2026-01-14,good,MILL_EAST,sugarcane,2026-01-30,4.76
PARCEL_017,0.745,20.8,0.0,OK,2026-02-19,good,MILL_EAST,sugarcane,2026-01-14,7.51
PARCEL_018,0.55,23.2,0.0,OK,2026-04-25,good,MILL_SOUTH,sugarcane,2026-01-11,5.82
PARCEL_004,0.747,29.4,0.0,OK,2026-02-25,good,MILL_NORTH,sugarcane,2026-01-02,3.18
PARCEL_022,0.805,25.3,0.0,OK,2026-03-25,good,MILL_EAST,sugarcane,2026-01-14,8.04
PARCEL_003,0.176,22.8,0.0,OK,2026-01-16,good,MILL_NORTH,soybean,2026-02-13,5.35
PARCEL_011,0.356,25.9,0.0,OK,2026-03-02,good,MILL_NORTH,wheat,2026-02-21,6.67
PARCEL_022,0.38,33.1,0.0,NaN,2026-02-02,bad,MILL_EAST,sugarcane,2026-01-14,8.04
PARCEL_002,0.542,17.0,4.5,OK,2026-05-23,good,MILL_SOUTH,sugarcane,2026-01-16,8.97
PARCEL_021,0.078,29.4,0.0,OK,2026-01-07,good,MILL_EAST,wheat,2026-02-21,3.58
PARCEL_023,0.363,19.7,5.1,OK,2026-02-12,good,MILL_WEST,sugarcane,2026-01-26,3.55
PARCEL_021,0.168,17.4,0.0,OK,2026-01-17,good,MILL_EAST,wheat,2026-02-21,3.58
PARCEL_001,0.809,22.9,11.3,OK,2026-05-09,good,MILL_NORTH,sugarcane,2026-02-10,9.03
PARCEL_005,0.078,19.3,0.0,OK,2026-01-21,good,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_024,0.139,24.1,14.3,OK,2026-01-10,good,MILL_EAST,soybean,2026-01-16,5.43
PARCEL_017,0.438,22.9,0.0,OK,2026-02-02,good,MILL_EAST,sugarcane,2026-01-14,7.51
PARCEL_017,0.803,21.7,0.0,OK,2026-03-16,good,MILL_EAST,sugarcane,2026-01-14,7.51
PARCEL_014,0.427,17.6,2.9,OK,2026-05-16,good,MILL_NORTH,sugarcane,2026-01-05,9.39
PARCEL_004,0.176,28.0,0.0,OK,2026-01-18,good,MILL_NORTH,sugarcane,2026-01-02,3.18
PARCEL_024,0.592,23.3,0.0,OK,2026-04-22,good,MILL_EAST,soybean,2026-01-16,5.43
PARCEL_014,0.512,34.1,0.0,OK,2026-04-27,good,MILL_NORTH,sugarcane,2026-01-05,9.39
PARCEL_021,0.453,15.7,0.0,OK,2026-04-02,good,MILL_EAST,wheat,2026-02-21,3.58
PARCEL_002,0.474,20.8,0.0,OK,2026-05-29,good,MILL_SOUTH,sugarcane,2026-01-16,8.97
PARCEL_017,0.487,16.4,0.0,OK,2026-05-13,good,MILL_EAST,sugarcane,2026-01-14,7.51
PARCEL_016,0.811,28.4,0.0,OK,2026-03-10,good,MILL_EAST,sugarcane,2026-01-30,4.76
PARCEL_009,0.116,23.3,0.0,Error,2026-02-03,bad,MILL_EAST,sugarcane,2026-02-18,1.57
PARCEL_019,0.572,20.4,2.3,Error,2026-03-08,bad,MILL_SOUTH,sugarcane,2026-01-18,10.19
PARCEL_008,0.278,33.5,3.4,OK,2026-01-24,good,MILL_EAST,sugarcane,2026-01-22,2.98
PARCEL_001,0.377,16.8,0.0,OK,2026-02-25,good,MILL_NORTH,sugarcane,2026-02-10,9.03
PARCEL_010,0.616,23.2,0.0,,2026-03-23,bad,MILL_EAST,sugarcane,2026-01-07,7.44
PARCEL_003,0.435,19.9,3.6,OK,2026-04-07,good,MILL_NORTH,soybean,2026-02-13,5.35
PARCEL_010,0.448,32.1,0.0,OK,2026-01-21,good,MILL_EAST,sugarcane,2026-01-07,7.44
PARCEL_009,0.34,22.6,0.0,OK,2026-03-01,good,MILL_EAST,sugarcane,2026-02-18,1.57
PARCEL_006,0.163,25.3,0.0,OK,2026-01-10,good,MILL_WEST,sugarcane,2026-02-11,5.67
PARCEL_018,0.171,33.5,0.0,OK,2026-01-12,good,MILL_SOUTH,sugarcane,2026-01-11,5.82
PARCEL_011,0.134,20.1,0.0,OK,2026-03-16,good,MILL_NORTH,wheat,2026-02-21,6.67
PARCEL_006,0.705,27.2,0.0,OK,2026-03-23,good,MILL_WEST,sugarcane,2026-02-11,5.67
PARCEL_007,0.196,16.7,0.0,OK,2026-01-04,good,MILL_NORTH,sugarcane,2026-01-18,8.53
PARCEL_023,0.901,20.8,0.0,ERROR,2026-03-11,bad,MILL_WEST,sugarcane,2026-01-26,3.55
PARCEL_006,0.152,18.0,0.0,OK,2026-01-02,good,MILL_WEST,sugarcane,2026-02-11,5.67
PARCEL_012,0.609,18.4,11.1,OK,2026-05-23,good,MILL_WEST,sugarcane,2026-03-01,6.85
